,location,date,vaccine,total_vaccinations
514,Bulgaria,2021-04-30,Pfizer/BioNTech,452036
515,Bulgaria,2021-05-07,Johnson&Johnson,0
516,Bulgaria,2021-05-07,Moderna,122688
517,Bulgaria,2021-05-07,Oxford/AstraZeneca,300451
518,Bulgaria,2021-05-07,Pfizer/BioNTech,514960
519,Bulgaria,2021-05-14,Johnson&Johnson,398
520,Bulgaria,2021-05-14,Moderna,145571
521,Bulgaria,2021-05-14,Oxford/AstraZeneca,364379
522,Bulgaria,2021-05-14,Pfizer/BioNTech,606439
523,Bulgaria,2021-05-21,Johnson&Johnson,2629
524,Bulgaria,2021-05-21,Moderna,165767
525,Bulgaria,2021-05-21,Oxford/AstraZeneca,401422
526,Bulgaria,2021-05-21,Pfizer/BioNTech,690983
527,Bulgaria,2021-05-28,Johnson&Johnson,6276
528,Bulgaria,2021-05-28,Moderna,181502
529,Bulgaria,2021-05-28,Oxford/AstraZeneca,411232
530,Bulgaria,2021-05-28,Pfizer/BioNTech,754371
531,Bulgaria,2021-06-04,Johnson&Johnson,11142
532,Bulgaria,2021-06-04,Moderna,190457
533,Bulgaria,2021-06-04,Oxford/AstraZeneca,435357
534,Bulgaria,2021-06-04,Pfizer/BioNTech,827459
535,Bulgaria,2021-06-11,Johnson&Johnson,17987
536,Bulgaria,2021-06-11,Moderna,202784
537,Bulgaria,2021-06-11,Oxford/AstraZeneca,457900
538,Bulgaria,2021-06-11,Pfizer/BioNTech,898271
539,Bulgaria,2021-06-18,Johnson&Johnson,25928
540,Bulgaria,2021-06-18,Moderna,216421
541,Bulgaria,2021-06-18,Oxford/AstraZeneca,467870
542,Bulgaria,2021-06-18,Pfizer/BioNTech,949706
543,Bulgaria,2021-06-25,Johnson&Johnson,33099
544,Bulgaria,2021-06-25,Moderna,225728
545,Bulgaria,2021-06-25,Oxford/AstraZeneca,470990
546,Bulgaria,2021-06-25,Pfizer/BioNTech,997114
547,Bulgaria,2021-07-02,Johnson&Johnson,39994
548,Bulgaria,2021-07-02,Moderna,234047
549,Bulgaria,2021-07-02,Oxford/AstraZeneca,472860
550,Bulgaria,2021-07-02,Pfizer/BioNTech,1042927
551,Bulgaria,2021-07-09,Johnson&Johnson,48424
552,Bulgaria,2021-07-09,Moderna,241862
553,Bulgaria,2021-07-09,Oxford/AstraZeneca,474021
554,Bulgaria,2021-07-09,Pfizer/BioNTech,1086383
555,Bulgaria,2021-07-16,Johnson&Johnson,58430
556,Bulgaria,2021-07-16,Moderna,247955
557,Bulgaria,2021-07-16,Oxford/AstraZeneca,474812
558,Bulgaria,2021-07-16,Pfizer/BioNTech,1127926
559,Bulgaria,2021-07-23,Johnson&Johnson,68108
560,Bulgaria,2021-07-23,Moderna,252761
561,Bulgaria,2021-07-23,Oxford/AstraZeneca,475720
562,Bulgaria,2021-07-23,Pfizer/BioNTech,1167720
563,Bulgaria,2021-07-30,Johnson&Johnson,78440
564,Bulgaria,2021-07-30,Moderna,258066
565,Bulgaria,2021-07-30,Oxford/AstraZeneca,476371
566,Bulgaria,2021-07-30,Pfizer/BioNTech,1212406
567,Bulgaria,2021-08-06,Johnson&Johnson,89960
568,Bulgaria,2021-08-06,Moderna,263844
569,Bulgaria,2021-08-06,Oxford/AstraZeneca,476700
570,Bulgaria,2021-08-06,Pfizer/BioNTech,1256750
571,Bulgaria,2021-08-13,Johnson&Johnson,102550
572,Bulgaria,2021-08-13,Moderna,269269
573,Bulgaria,2021-08-13,Oxford/AstraZeneca,477025
574,Bulgaria,2021-08-13,Pfizer/BioNTech,1298259
575,Bulgaria,2021-08-20,Johnson&Johnson,116845
576,Bulgaria,2021-08-20,Moderna,274596
577,Bulgaria,2021-08-20,Oxford/AstraZeneca,477363
578,Bulgaria,2021-08-20,Pfizer/BioNTech,1341032
579,Bulgaria,2021-08-27,Johnson&Johnson,133004
580,Bulgaria,2021-08-27,Moderna,280188
581,Bulgaria,2021-08-27,Oxford/AstraZeneca,477659
582,Bulgaria,2021-08-27,Pfizer/BioNTech,1387124
583,Bulgaria,2021-09-03,Johnson&Johnson,149767
584,Bulgaria,2021-09-03,Moderna,285738
585,Bulgaria,2021-09-03,Oxford/AstraZeneca,477825
586,Bulgaria,2021-09-03,Pfizer/BioNTech,1428817
587,Bulgaria,2021-09-10,Johnson&Johnson,162888
588,Bulgaria,2021-09-10,Moderna,290164
589,Bulgaria,2021-09-10,Oxford/AstraZeneca,477891
590,Bulgaria,2021-09-10,Pfizer/BioNTech,1463273
591,Bulgaria,2021-09-17,Johnson&Johnson,175977
592,Bulgaria,2021-09-17,Moderna,294725
593,Bulgaria,2021-09-17,Oxford/AstraZeneca,478020
594,Bulgaria,2021-09-17,Pfizer/BioNTech,1499714
595,Bulgaria,2021-09-24,Johnson&Johnson,185864
596,Bulgaria,2021-09-24,Moderna,298370
597,Bulgaria,2021-09-24,Oxford/AstraZeneca,478112
598,Bulgaria,2021-09-24,Pfizer/BioNTech,1529744
599,Bulgaria,2021-10-01,Johnson&Johnson,195779
600,Bulgaria,2021-10-01,Moderna,302017
601,Bulgaria,2021-10-01,Oxford/AstraZeneca,478260
602,Bulgaria,2021-10-01,Pfizer/BioNTech,1556626
603,Bulgaria,2021-10-08,Johnson&Johnson,203802
604,Bulgaria,2021-10-08,Moderna,304864
605,Bulgaria,2021-10-08,Oxford/AstraZeneca,478299
606,Bulgaria,2021-10-08,Pfizer/BioNTech,1583273
607,Bulgaria,2021-10-15,Johnson&Johnson,213919
608,Bulgaria,2021-10-15,Moderna,308052
609,Bulgaria,2021-10-15,Oxford/AstraZeneca,478334
610,Bulgaria,2021-10-15,Pfizer/BioNTech,1608862
611,Bulgaria,2021-10-22,Johnson&Johnson,255344
612,Bulgaria,2021-10-22,Moderna,314462
613,Bulgaria,2021-10-22,Oxford/AstraZeneca,478387
614,Bulgaria,2021-10-22,Pfizer/BioNTech,1659437
615,Bulgaria,2021-10-29,Johnson&Johnson,312725
616,Bulgaria,2021-10-29,Moderna,323462
617,Bulgaria,2021-10-29,Oxford/AstraZeneca,478451
618,Bulgaria,2021-10-29,Pfizer/BioNTech,1723130
619,Bulgaria,2021-11-05,Johnson&Johnson,353200
620,Bulgaria,2021-11-05,Moderna,331756
621,Bulgaria,2021-11-05,Oxford/AstraZeneca,478451
622,Bulgaria,2021-11-05,Pfizer/BioNTech,1778060
623,Bulgaria,2021-11-12,Johnson&Johnson,378993
624,Bulgaria,2021-11-12,Moderna,339378
625,Bulgaria,2021-11-12,Oxford/AstraZeneca,478451
626,Bulgaria,2021-11-12,Pfizer/BioNTech,1847335
627,Bulgaria,2021-11-19,Johnson&Johnson,399274
628,Bulgaria,2021-11-19,Moderna,349392
629,Bulgaria,2021-11-19,Oxford/AstraZeneca,478451
630,Bulgaria,2021-11-19,Pfizer/BioNTech,1930995
631,Bulgaria,2021-11-26,Johnson&Johnson,417210
632,Bulgaria,2021-11-26,Moderna,362442
633,Bulgaria,2021-11-26,Oxford/AstraZeneca,478451
634,Bulgaria,2021-11-26,Pfizer/BioNTech,2007124
635,Bulgaria,2021-12-03,Johnson&Johnson,430624
636,Bulgaria,2021-12-03,Moderna,375936
637,Bulgaria,2021-12-03,Oxford/AstraZeneca,478451
638,Bulgaria,2021-12-03,Pfizer/BioNTech,2083692
639,Bulgaria,2021-12-10,Johnson&Johnson,441016
640,Bulgaria,2021-12-10,Moderna,387864
641,Bulgaria,2021-12-10,Oxford/AstraZeneca,478451
642,Bulgaria,2021-12-10,Pfizer/BioNTech,2153709
643,Bulgaria,2021-12-17,Johnson&Johnson,450768
644,Bulgaria,2021-12-17,Moderna,399861
645,Bulgaria,2021-12-17,Oxford/AstraZeneca,478451
646,Bulgaria,2021-12-17,Pfizer/BioNTech,2224572
647,Bulgaria,2021-12-24,Johnson&Johnson,460003
648,Bulgaria,2021-12-24,Moderna,407732
649,Bulgaria,2021-12-24,Oxford/AstraZeneca,478451
650,Bulgaria,2021-12-24,Pfizer/BioNTech,2274429
651,Bulgaria,2021-12-31,Johnson&Johnson,465744
652,Bulgaria,2021-12-31,Moderna,413494
653,Bulgaria,2021-12-31,Oxford/AstraZeneca,478451
654,Bulgaria,2021-12-31,Pfizer/BioNTech,2307659
655,Bulgaria,2022-01-07,Johnson&Johnson,475109
656,Bulgaria,2022-01-07,Moderna,435496
657,Bulgaria,2022-01-07,Oxford/AstraZeneca,478451
658,Bulgaria,2022-01-07,Pfizer/BioNTech,2432255
659,Bulgaria,2022-01-14,Johnson&Johnson,485843
660,Bulgaria,2022-01-14,Moderna,457083
661,Bulgaria,2022-01-14,Oxford/AstraZeneca,478464
662,Bulgaria,2022-01-14,Pfizer/BioNTech,2555977
663,Bulgaria,2022-01-21,Johnson&Johnson,494499
664,Bulgaria,2022-01-21,Moderna,469190
665,Bulgaria,2022-01-21,Oxford/AstraZeneca,478474
666,Bulgaria,2022-01-21,Pfizer/BioNTech,2630016
667,Bulgaria,2022-01-28,Johnson&Johnson,500219
668,Bulgaria,2022-01-28,Moderna,475463
669,Bulgaria,2022-01-28,Oxford/AstraZeneca,478483
670,Bulgaria,2022-01-28,Pfizer/BioNTech,2681422
671,Bulgaria,2022-02-04,Johnson&Johnson,505224
672,Bulgaria,2022-02-04,Moderna,481076
673,Bulgaria,2022-02-04,Oxford/AstraZeneca,478491
674,Bulgaria,2022-02-04,Pfizer/BioNTech,2722157
675,Bulgaria,2022-02-08,Johnson&Johnson,506433
676,Bulgaria,2022-02-08,Moderna,481076
677,Bulgaria,2022-02-08,Oxford/AstraZeneca,478491
678,Bulgaria,2022-02-08,Pfizer/BioNTech,2722157
679,Chile,2020-12-24,Pfizer/BioNTech,420
680,Chile,2020-12-25,Pfizer/BioNTech,5199
681,Chile,2020-12-26,Pfizer/BioNTech,8339
682,Chile,2020-12-27,Pfizer/BioNTech,8648
683,Chile,2020-12-28,Pfizer/BioNTech,8648
684,Chile,2020-12-29,Pfizer/BioNTech,8648
685,Chile,2020-12-30,Pfizer/BioNTech,8648
686,Chile,2020-12-31,Pfizer/BioNTech,8648
687,Chile,2021-01-01,Pfizer/BioNTech,8648
688,Chile,2021-01-02,Pfizer/BioNTech,8648
689,Chile,2021-01-03,Pfizer/BioNTech,8648
690,Chile,2021-01-04,Pfizer/BioNTech,9053
691,Chile,2021-01-05,Pfizer/BioNTech,10496
692,Chile,2021-01-06,Pfizer/BioNTech,10701
693,Chile,2021-01-07,Pfizer/BioNTech,10701
694,Chile,2021-01-08,Pfizer/BioNTech,10702
695,Chile,2021-01-09,Pfizer/BioNTech,10702
696,Chile,2021-01-10,Pfizer/BioNTech,10703
697,Chile,2021-01-11,Pfizer/BioNTech,10703
698,Chile,2021-01-12,Pfizer/BioNTech,10703
699,Chile,2021-01-13,Pfizer/BioNTech,11736
700,Chile,2021-01-14,Pfizer/BioNTech,18653
701,Chile,2021-01-15,Pfizer/BioNTech,22084
702,Chile,2021-01-16,Pfizer/BioNTech,22174
703,Chile,2021-01-17,Pfizer/BioNTech,22174
704,Chile,2021-01-18,Pfizer/BioNTech,33225
705,Chile,2021-01-19,Pfizer/BioNTech,52592
706,Chile,2021-01-20,Pfizer/BioNTech,61901
707,Chile,2021-01-21,Pfizer/BioNTech,64957
708,Chile,2021-01-22,Pfizer/BioNTech,65372
709,Chile,2021-01-23,Pfizer/BioNTech,65372
710,Chile,2021-01-24,Pfizer/BioNTech,65372
711,Chile,2021-01-25,Pfizer/BioNTech,66792
712,Chile,2021-01-26,Pfizer/BioNTech,67406
713,Chile,2021-01-27,Pfizer/BioNTech,67441
714,Chile,2021-01-28,Pfizer/BioNTech,67441
715,Chile,2021-01-29,Pfizer/BioNTech,67446
716,Chile,2021-01-30,Pfizer/BioNTech,67447
717,Chile,2021-01-31,Pfizer/BioNTech,67448
718,Chile,2021-02-01,Pfizer/BioNTech,67449
719,Chile,2021-02-02,Pfizer/BioNTech,67456
720,Chile,2021-02-02,Sinovac,13189
721,Chile,2021-02-03,Pfizer/BioNTech,67459
722,Chile,2021-02-03,Sinovac,183578
723,Chile,2021-02-04,Pfizer/BioNTech,69589
724,Chile,2021-02-04,Sinovac,357614
725,Chile,2021-02-05,Pfizer/BioNTech,70278
726,Chile,2021-02-05,Sinovac,526443
727,Chile,2021-02-06,Pfizer/BioNTech,70284
728,Chile,2021-02-06,Sinovac,554297
729,Chile,2021-02-07,Pfizer/BioNTech,70286
730,Chile,2021-02-07,Sinovac,562936
731,Chile,2021-02-08,Pfizer/BioNTech,82092
732,Chile,2021-02-08,Sinovac,784435
733,Chile,2021-02-09,Pfizer/BioNTech,101577
734,Chile,2021-02-09,Sinovac,1026861
735,Chile,2021-02-10,Pfizer/BioNTech,110034
736,Chile,2021-02-10,Sinovac,1299217
737,Chile,2021-02-11,Pfizer/BioNTech,113111
738,Chile,2021-02-11,Sinovac,1550443
739,Chile,2021-02-12,Pfizer/BioNTech,113471
740,Chile,2021-02-12,Sinovac,1779579
741,Chile,2021-02-13,Pfizer/BioNTech,113504
742,Chile,2021-02-13,Sinovac,1809111
743,Chile,2021-02-14,Pfizer/BioNTech,113504
744,Chile,2021-02-14,Sinovac,1813579
745,Chile,2021-02-15,Pfizer/BioNTech,113508
746,Chile,2021-02-15,Sinovac,2079477
747,Chile,2021-02-16,Pfizer/BioNTech,113522
748,Chile,2021-02-16,Sinovac,2299564
749,Chile,2021-02-17,Pfizer/BioNTech,113522
750,Chile,2021-02-17,Sinovac,2487614
751,Chile,2021-02-18,Pfizer/BioNTech,113525
752,Chile,2021-02-18,Sinovac,2642897
753,Chile,2021-02-19,Pfizer/BioNTech,113526
754,Chile,2021-02-19,Sinovac,2785044
755,Chile,2021-02-20,Pfizer/BioNTech,113528
756,Chile,2021-02-20,Sinovac,2794683
757,Chile,2021-02-21,Pfizer/BioNTech,113528
758,Chile,2021-02-21,Sinovac,2795845
759,Chile,2021-02-22,Pfizer/BioNTech,125627
760,Chile,2021-02-22,Sinovac,2891890
761,Chile,2021-02-23,Pfizer/BioNTech,150476
762,Chile,2021-02-23,Sinovac,2961301
763,Chile,2021-02-24,Pfizer/BioNTech,178998
764,Chile,2021-02-24,Sinovac,3019065
765,Chile,2021-02-25,Pfizer/BioNTech,212718
766,Chile,2021-02-25,Sinovac,3071436
767,Chile,2021-02-26,Pfizer/BioNTech,242453
768,Chile,2021-02-26,Sinovac,3120103
769,Chile,2021-02-27,Pfizer/BioNTech,248779
770,Chile,2021-02-27,Sinovac,3123825
771,Chile,2021-02-28,Pfizer/BioNTech,248781
772,Chile,2021-02-28,Sinovac,3124178
773,Chile,2021-03-01,Pfizer/BioNTech,263684
774,Chile,2021-03-01,Sinovac,3246862
775,Chile,2021-03-02,Pfizer/BioNTech,294609
776,Chile,2021-03-02,Sinovac,3387324
777,Chile,2021-03-03,Pfizer/BioNTech,313185
778,Chile,2021-03-03,Sinovac,3680758
779,Chile,2021-03-04,Pfizer/BioNTech,322301
780,Chile,2021-03-04,Sinovac,3982295
781,Chile,2021-03-05,Pfizer/BioNTech,328059
782,Chile,2021-03-05,Sinovac,4274546
783,Chile,2021-03-06,Pfizer/BioNTech,328404
784,Chile,2021-03-06,Sinovac,4307996
785,Chile,2021-03-07,Pfizer/BioNTech,328512
786,Chile,2021-03-07,Sinovac,4315856
787,Chile,2021-03-08,Pfizer/BioNTech,341115
788,Chile,2021-03-08,Sinovac,4654036
789,Chile,2021-03-09,Pfizer/BioNTech,378707
790,Chile,2021-03-09,Sinovac,4993106
791,Chile,2021-03-10,Pfizer/BioNTech,420333
792,Chile,2021-03-10,Sinovac,5352968
793,Chile,2021-03-11,Pfizer/BioNTech,466083
794,Chile,2021-03-11,Sinovac,5724413
795,Chile,2021-03-12,Pfizer/BioNTech,483501
796,Chile,2021-03-12,Sinovac,6081501
797,Chile,2021-03-13,Pfizer/BioNTech,484054
798,Chile,2021-03-13,Sinovac,6131433
799,Chile,2021-03-14,Pfizer/BioNTech,484054
800,Chile,2021-03-14,Sinovac,6138022
801,Chile,2021-03-15,Pfizer/BioNTech,507987
802,Chile,2021-03-15,Sinovac,6544552
803,Chile,2021-03-16,Pfizer/BioNTech,561547
804,Chile,2021-03-16,Sinovac,6901388
805,Chile,2021-03-17,Pfizer/BioNTech,617101
806,Chile,2021-03-17,Sinovac,7213268
807,Chile,2021-03-18,Pfizer/BioNTech,666762
808,Chile,2021-03-18,Sinovac,7498731
809,Chile,2021-03-19,Pfizer/BioNTech,689946
810,Chile,2021-03-19,Sinovac,7770274
811,Chile,2021-03-20,Pfizer/BioNTech,691867
812,Chile,2021-03-20,Sinovac,7802562
813,Chile,2021-03-21,Pfizer/BioNTech,691877
814,Chile,2021-03-21,Sinovac,7806576
815,Chile,2021-03-22,Pfizer/BioNTech,727981
816,Chile,2021-03-22,Sinovac,8039332
817,Chile,2021-03-23,Pfizer/BioNTech,787932
818,Chile,2021-03-23,Sinovac,8220391
819,Chile,2021-03-24,Pfizer/BioNTech,840851
820,Chile,2021-03-24,Sinovac,8386639
821,Chile,2021-03-25,Pfizer/BioNTech,895462
822,Chile,2021-03-25,Sinovac,8544806
823,Chile,2021-03-26,Pfizer/BioNTech,933912
824,Chile,2021-03-26,Sinovac,8724144
825,Chile,2021-03-27,Pfizer/BioNTech,935948
826,Chile,2021-03-27,Sinovac,8737806
827,Chile,2021-03-28,Pfizer/BioNTech,935948
828,Chile,2021-03-28,Sinovac,8739199
829,Chile,2021-03-29,Pfizer/BioNTech,958016
830,Chile,2021-03-29,Sinovac,8984028
831,Chile,2021-03-30,Pfizer/BioNTech,1015535
832,Chile,2021-03-30,Sinovac,9205291
833,Chile,2021-03-31,Pfizer/BioNTech,1061726
834,Chile,2021-03-31,Sinovac,9439563
835,Chile,2021-04-01,Pfizer/BioNTech,1085532
836,Chile,2021-04-01,Sinovac,9719237
837,Chile,2021-04-02,Pfizer/BioNTech,1085759
838,Chile,2021-04-02,Sinovac,9726061
839,Chile,2021-04-03,Pfizer/BioNTech,1085952
840,Chile,2021-04-03,Sinovac,9729099
841,Chile,2021-04-04,Pfizer/BioNTech,1085956
842,Chile,2021-04-04,Sinovac,9730222
843,Chile,2021-04-05,Pfizer/BioNTech,1117130
844,Chile,2021-04-05,Sinovac,9984033
845,Chile,2021-04-06,Pfizer/BioNTech,1199956
846,Chile,2021-04-06,Sinovac,10141160
847,Chile,2021-04-07,Pfizer/BioNTech,1289264
848,Chile,2021-04-07,Sinovac,10285246
849,Chile,2021-04-08,Pfizer/BioNTech,1367572
850,Chile,2021-04-08,Sinovac,10446601
851,Chile,2021-04-09,Pfizer/BioNTech,1416846
852,Chile,2021-04-09,Sinovac,10616379
853,Chile,2021-04-10,Pfizer/BioNTech,1424681
854,Chile,2021-04-10,Sinovac,10634590
855,Chile,2021-04-11,Pfizer/BioNTech,1425187
856,Chile,2021-04-11,Sinovac,10636538
857,Chile,2021-04-12,Pfizer/BioNTech,1490015
858,Chile,2021-04-12,Sinovac,10808930
859,Chile,2021-04-13,Pfizer/BioNTech,1578285
860,Chile,2021-04-13,Sinovac,10956113
861,Chile,2021-04-14,Pfizer/BioNTech,1667867
862,Chile,2021-04-14,Sinovac,11096203
863,Chile,2021-04-15,Pfizer/BioNTech,1735948
864,Chile,2021-04-15,Sinovac,11235451
865,Chile,2021-04-16,Pfizer/BioNTech,1786729
866,Chile,2021-04-16,Sinovac,11379037
867,Chile,2021-04-17,Pfizer/BioNTech,1792661
868,Chile,2021-04-17,Sinovac,11395407
869,Chile,2021-04-18,Pfizer/BioNTech,1793341
870,Chile,2021-04-18,Sinovac,11397370
871,Chile,2021-04-19,Pfizer/BioNTech,1817423
872,Chile,2021-04-19,Sinovac,11568536
873,Chile,2021-04-20,Pfizer/BioNTech,1861941
874,Chile,2021-04-20,Sinovac,11713533
875,Chile,2021-04-21,Pfizer/BioNTech,1908029
876,Chile,2021-04-21,Sinovac,11845149
877,Chile,2021-04-22,Pfizer/BioNTech,1955184
878,Chile,2021-04-22,Sinovac,11998828
879,Chile,2021-04-23,Pfizer/BioNTech,1984193
880,Chile,2021-04-23,Sinovac,12153570
881,Chile,2021-04-24,Pfizer/BioNTech,1986593
882,Chile,2021-04-24,Sinovac,12168867
883,Chile,2021-04-25,Pfizer/BioNTech,1986595
884,Chile,2021-04-25,Sinovac,12169910
885,Chile,2021-04-26,Pfizer/BioNTech,2031995
886,Chile,2021-04-26,Sinovac,12321390
887,Chile,2021-04-27,Pfizer/BioNTech,2095897
888,Chile,2021-04-27,Sinovac,12429133
889,Chile,2021-04-28,Oxford/AstraZeneca,3607
890,Chile,2021-04-28,Pfizer/BioNTech,2150797
891,Chile,2021-04-28,Sinovac,12539879
892,Chile,2021-04-29,Oxford/AstraZeneca,10152
893,Chile,2021-04-29,Pfizer/BioNTech,2183389
894,Chile,2021-04-29,Sinovac,12656287
895,Chile,2021-04-30,Oxford/AstraZeneca,23882
896,Chile,2021-04-30,Pfizer/BioNTech,2214460
897,Chile,2021-04-30,Sinovac,12699428
898,Chile,2021-05-01,Oxford/AstraZeneca,24168
899,Chile,2021-05-01,Pfizer/BioNTech,2215637
900,Chile,2021-05-01,Sinovac,12700267
901,Chile,2021-05-02,Oxford/AstraZeneca,24350
902,Chile,2021-05-02,Pfizer/BioNTech,2216029
903,Chile,2021-05-02,Sinovac,12701158
904,Chile,2021-05-03,Oxford/AstraZeneca,44449
905,Chile,2021-05-03,Pfizer/BioNTech,2239955
906,Chile,2021-05-03,Sinovac,12809148
907,Chile,2021-05-04,Oxford/AstraZeneca,61222
908,Chile,2021-05-04,Pfizer/BioNTech,2286144
909,Chile,2021-05-04,Sinovac,12915979
910,Chile,2021-05-05,Oxford/AstraZeneca,71050
911,Chile,2021-05-05,Pfizer/BioNTech,2334763
912,Chile,2021-05-05,Sinovac,13032816
913,Chile,2021-05-06,Oxford/AstraZeneca,78267
914,Chile,2021-05-06,Pfizer/BioNTech,2375686
915,Chile,2021-05-06,Sinovac,13143063
916,Chile,2021-05-07,Oxford/AstraZeneca,82414
917,Chile,2021-05-07,Pfizer/BioNTech,2409724
918,Chile,2021-05-07,Sinovac,13252943
919,Chile,2021-05-08,Oxford/AstraZeneca,83084
920,Chile,2021-05-08,Pfizer/BioNTech,2415465
921,Chile,2021-05-08,Sinovac,13272135
922,Chile,2021-05-09,Oxford/AstraZeneca,83154
923,Chile,2021-05-09,Pfizer/BioNTech,2415531
924,Chile,2021-05-09,Sinovac,13273407
925,Chile,2021-05-10,Oxford/AstraZeneca,86110
926,Chile,2021-05-10,Pfizer/BioNTech,2455084
927,Chile,2021-05-10,Sinovac,13404776
928,Chile,2021-05-11,Oxford/AstraZeneca,88092
929,Chile,2021-05-11,Pfizer/BioNTech,2521302
930,Chile,2021-05-11,Sinovac,13529440
931,Chile,2021-05-12,Oxford/AstraZeneca,89760
932,Chile,2021-05-12,Pfizer/BioNTech,2580819
933,Chile,2021-05-12,Sinovac,13651714
934,Chile,2021-05-13,Oxford/AstraZeneca,90312
935,Chile,2021-05-13,Pfizer/BioNTech,2628786
936,Chile,2021-05-13,Sinovac,13760967
937,Chile,2021-05-14,Oxford/AstraZeneca,90555
938,Chile,2021-05-14,Pfizer/BioNTech,2673753
939,Chile,2021-05-14,Sinovac,13875329
940,Chile,2021-05-15,Oxford/AstraZeneca,90595
941,Chile,2021-05-15,Pfizer/BioNTech,2674048
942,Chile,2021-05-15,Sinovac,13876455
943,Chile,2021-05-16,Oxford/AstraZeneca,90595
944,Chile,2021-05-16,Pfizer/BioNTech,2674133
945,Chile,2021-05-16,Sinovac,13876811
946,Chile,2021-05-17,Oxford/AstraZeneca,90890
947,Chile,2021-05-17,Pfizer/BioNTech,2727557
948,Chile,2021-05-17,Sinovac,13994889
949,Chile,2021-05-18,Oxford/AstraZeneca,92320
950,Chile,2021-05-18,Pfizer/BioNTech,2806275
951,Chile,2021-05-18,Sinovac,14098681
952,Chile,2021-05-19,Oxford/AstraZeneca,98839
953,Chile,2021-05-19,Pfizer/BioNTech,2885871
954,Chile,2021-05-19,Sinovac,14179673
955,Chile,2021-05-20,Oxford/AstraZeneca,105558
956,Chile,2021-05-20,Pfizer/BioNTech,2956919
957,Chile,2021-05-20,Sinovac,14293879
958,Chile,2021-05-21,Oxford/AstraZeneca,105629
959,Chile,2021-05-21,Pfizer/BioNTech,2963975
960,Chile,2021-05-21,Sinovac,14296429
961,Chile,2021-05-22,Oxford/AstraZeneca,106122
962,Chile,2021-05-22,Pfizer/BioNTech,2976628
963,Chile,2021-05-22,Sinovac,14316446
964,Chile,2021-05-23,Oxford/AstraZeneca,106142
965,Chile,2021-05-23,Pfizer/BioNTech,2977758
966,Chile,2021-05-23,Sinovac,14319583
967,Chile,2021-05-24,Oxford/AstraZeneca,118554
968,Chile,2021-05-24,Pfizer/BioNTech,3052060
969,Chile,2021-05-24,Sinovac,14470013
970,Chile,2021-05-25,Oxford/AstraZeneca,136130
971,Chile,2021-05-25,Pfizer/BioNTech,3163594
972,Chile,2021-05-25,Sinovac,14587818
973,Chile,2021-05-26,Oxford/AstraZeneca,161519
974,Chile,2021-05-26,Pfizer/BioNTech,3237826
975,Chile,2021-05-26,Sinovac,14717334
976,Chile,2021-05-27,Oxford/AstraZeneca,195456
977,Chile,2021-05-27,Pfizer/BioNTech,3294587
978,Chile,2021-05-27,Sinovac,14829949
979,Chile,2021-05-28,Oxford/AstraZeneca,227561
980,Chile,2021-05-28,Pfizer/BioNTech,3342679
981,Chile,2021-05-28,Sinovac,14936196
982,Chile,2021-05-29,Oxford/AstraZeneca,236005
983,Chile,2021-05-29,Pfizer/BioNTech,3354944
984,Chile,2021-05-29,Sinovac,14962883
985,Chile,2021-05-30,Oxford/AstraZeneca,237399
986,Chile,2021-05-30,Pfizer/BioNTech,3356505
987,Chile,2021-05-30,Sinovac,14970024
988,Chile,2021-05-31,CanSino,74
989,Chile,2021-05-31,Oxford/AstraZeneca,281200
990,Chile,2021-05-31,Pfizer/BioNTech,3424688
991,Chile,2021-05-31,Sinovac,15073787
992,Chile,2021-06-01,CanSino,10469
993,Chile,2021-06-01,Oxford/AstraZeneca,326618
994,Chile,2021-06-01,Pfizer/BioNTech,3528103
995,Chile,2021-06-01,Sinovac,15136154
996,Chile,2021-06-02,CanSino,33800
997,Chile,2021-06-02,Oxford/AstraZeneca,359106
998,Chile,2021-06-02,Pfizer/BioNTech,3608229
999,Chile,2021-06-02,Sinovac,15204535
1000,Chile,2021-06-03,CanSino,73428
1001,Chile,2021-06-03,Oxford/AstraZeneca,361452
1002,Chile,2021-06-03,Pfizer/BioNTech,3655816
1003,Chile,2021-06-03,Sinovac,15278869
1004,Chile,2021-06-04,CanSino,107819
1005,Chile,2021-06-04,Oxford/AstraZeneca,363007
1006,Chile,2021-06-04,Pfizer/BioNTech,3680359
1007,Chile,2021-06-04,Sinovac,15363690
1008,Chile,2021-06-05,CanSino,117731
1009,Chile,2021-06-05,Oxford/AstraZeneca,363317
1010,Chile,2021-06-05,Pfizer/BioNTech,3685476
1011,Chile,2021-06-05,Sinovac,15386091
1012,Chile,2021-06-06,CanSino,119522
1013,Chile,2021-06-06,Oxford/AstraZeneca,363347
1014,Chile,2021-06-06,Pfizer/BioNTech,3686069
1015,Chile,2021-06-06,Sinovac,15388689
1016,Chile,2021-06-07,CanSino,147003
1017,Chile,2021-06-07,Oxford/AstraZeneca,365303
1018,Chile,2021-06-07,Pfizer/BioNTech,3697822
1019,Chile,2021-06-07,Sinovac,15529045
1020,Chile,2021-06-08,CanSino,167093
1021,Chile,2021-06-08,Oxford/AstraZeneca,366990
1022,Chile,2021-06-08,Pfizer/BioNTech,3711489
1023,Chile,2021-06-08,Sinovac,15678502
1024,Chile,2021-06-09,CanSino,183826
1025,Chile,2021-06-09,Oxford/AstraZeneca,368961
